index,Age,Education,Sex,Income,Industry,Included,State,Income Decile
956,61.0,Low,Male,34608.0,Manufacturing,0,State of Mexico,4
957,47.0,Low,Male,2800.0,Construction,0,State of Mexico,1
958,34.0,Low,Male,34300.0,Other Services (Not Government),1,State of Mexico,4
959,39.0,Medium,Male,280000.0,Manufacturing,1,State of Mexico,10
960,52.0,Low,Male,82000.0,Construction,1,State of Mexico,8
961,35.0,Medium,Male,14300.0,Manufacturing,1,State of Mexico,2
962,44.0,Low,Male,126000.0,Construction,1,State of Mexico,9
963,51.0,Low,Male,39800.0,Agriculture,0,State of Mexico,5
964,31.0,Low,Male,24000.0,Construction,0,State of Mexico,3
965,34.0,Medium,Male,62400.0,Manufacturing,0,State of Mexico,7
966,35.0,Medium,Male,63200.0,Manufacturing,0,State of Mexico,7
967,54.0,Low,Male,22708.23871938347,Construction,1,State of Mexico,3
968,34.0,Medium,Male,94800.0,Utilities,0,State of Mexico,8
969,47.0,Low,Male,21600.0,Construction,0,State of Mexico,3
970,30.0,Medium,Male,31200.0,Transportation,0,State of Mexico,4
971,47.0,Low,Male,36000.0,Transportation,1,State of Mexico,5
972,54.0,Low,Male,33600.0,Construction,0,State of Mexico,4
973,48.0,Medium,Male,76800.0,Retail,1,State of Mexico,8
974,48.0,Medium,Male,76800.0,Retail,1,State of Mexico,8
975,36.0,Low,Male,21600.0,Manufacturing,0,State of Mexico,3
976,59.0,Low,Female,19200.0,Agriculture,0,State of Mexico,2
977,32.0,Medium,Male,117600.0,Construction,0,State of Mexico,9
978,48.0,Low,Male,11400.0,Other,0,State of Mexico,1
979,47.0,Low,Male,34560.0,Agriculture,0,State of Mexico,4
980,31.0,Medium,Male,38400.0,Transportation,0,State of Mexico,5
981,33.0,Medium,Male,138240.0,Retail,1,State of Mexico,9
982,33.0,Medium,Male,138240.0,Retail,1,State of Mexico,9
983,33.0,Medium,Male,138240.0,Retail,1,State of Mexico,9
984,39.0,Low,Male,41600.0,Construction,0,State of Mexico,5
985,35.0,Low,Male,48000.0,Construction,0,State of Mexico,6
986,44.0,Low,Male,13850.0,Agriculture,1,State of Mexico,2
987,48.0,Medium,Female,850.0,Construction,0,State of Mexico,1
988,32.0,Low,Male,144000.0,Government,1,State of Mexico,9
989,32.0,Low,Male,144000.0,Government,1,State of Mexico,9
990,32.0,Low,Male,144000.0,Government,1,State of Mexico,9
991,32.0,Low,Male,144000.0,Government,1,State of Mexico,9
992,32.0,Low,Male,144000.0,Government,1,State of Mexico,9
993,42.0,Low,Male,140780.0,Retail,0,State of Mexico,9
994,37.0,Medium,Male,39600.0,Construction,0,State of Mexico,5
995,49.0,Medium,Male,33600.0,Transportation,0,State of Mexico,4
996,54.0,Low,Female,20626.401461373927,Other Services (Not Government),0,State of Mexico,2
997,40.0,Medium,Male,126800.0,Health / Social Services,1,State of Mexico,9
998,53.0,Low,Male,8400.0,Manufacturing,0,State of Mexico,1
999,60.0,Low,Male,48400.0,Construction,1,State of Mexico,6
1000,60.0,Low,Male,48400.0,Construction,1,State of Mexico,6
1001,44.0,Low,Male,21000.0,Other Services (Not Government),1,State of Mexico,3
1002,38.0,Low,Male,11500.0,Agriculture,0,State of Mexico,1
1003,49.0,Low,Female,17500.0,Education,1,State of Mexico,2
1004,60.0,Low,Male,25700.0,Health / Social Services,1,State of Mexico,3
1005,52.0,Low,Male,10800.0,Other Services (Not Government),0,State of Mexico,1
1006,63.0,Low,Male,1300.0,Agriculture,1,State of Mexico,1
1007,51.0,Low,Male,32000.0,Health / Social Services,1,State of Mexico,4
1008,40.0,High,Male,135600.0,Health / Social Services,0,State of Mexico,9
1009,49.0,Medium,Male,53800.0,Government,0,State of Mexico,6
1010,61.0,Low,Male,40900.0,Wholesale,1,State of Mexico,5
1011,46.0,Low,Male,20000.0,Retail,1,State of Mexico,2
1012,37.0,Medium,Male,12000.0,Hospitality,0,State of Mexico,2
1013,41.0,Low,Male,29600.0,Construction,1,State of Mexico,4
1014,38.0,Low,Male,92800.0,Construction,1,State of Mexico,8
1015,59.0,Low,Female,74400.0,Construction,0,State of Mexico,8
1016,53.0,Low,Male,50400.0,Transportation,0,State of Mexico,6
1017,45.0,Low,Male,132000.0,Construction,1,State of Mexico,9
1018,60.0,Low,Female,10000.0,Construction,0,State of Mexico,1
1019,38.0,Low,Male,41600.0,Manufacturing,0,State of Mexico,5
1020,32.0,Low,Male,36000.0,Agriculture,0,State of Mexico,5
1021,37.0,Medium,Male,38800.0,Manufacturing,0,State of Mexico,5
1022,47.0,Low,Male,60000.0,Construction,0,State of Mexico,7
1023,37.0,Low,Male,40000.0,Retail,0,State of Mexico,5
1024,36.0,Low,Male,48000.0,Mining,1,State of Mexico,6
1025,32.0,Medium,Male,46800.0,Manufacturing,0,State of Mexico,6
1026,62.0,Low,Male,134100.0,Transportation,0,State of Mexico,9
1027,33.0,Medium,Male,72000.0,Construction,0,State of Mexico,8
1028,36.0,Low,Male,18000.0,Agriculture,0,State of Mexico,2
1029,53.0,Low,Male,24000.0,Construction,1,State of Mexico,3
1030,40.0,Low,Male,5000.0,Manufacturing,1,State of Mexico,1
1031,59.0,Low,Male,172200.0,Construction,0,State of Mexico,10
1032,53.0,Low,Female,35560.0,Other Services (Not Government),0,State of Mexico,4
1033,36.0,Medium,Male,7200.0,Construction,0,State of Mexico,1
1034,31.0,Low,Male,48000.0,Construction,0,State of Mexico,6
1035,45.0,Low,Male,188220.0,Professional / Scientific,1,State of Mexico,10
1036,49.0,Low,Male,149700.0,Construction,0,State of Mexico,9
1037,31.0,Medium,Male,48000.0,Construction,0,State of Mexico,6
1038,45.0,Low,Male,70200.0,Agriculture,1,State of Mexico,7
1039,42.0,Low,Male,30392.414720274497,Agriculture,0,State of Mexico,4
1040,34.0,Medium,Female,12900.0,Manufacturing,1,State of Mexico,2
1041,35.0,Medium,Male,39560.0,Retail,0,State of Mexico,5
1042,53.0,Low,Female,24000.0,Other Services (Not Government),0,State of Mexico,3
1043,48.0,Medium,Male,154000.0,Other,1,State of Mexico,10
1044,31.0,Medium,Male,84000.0,Other,1,State of Mexico,8
1045,52.0,Low,Male,10560.0,Agriculture,0,State of Mexico,1
1046,43.0,Low,Male,52900.0,Construction,1,State of Mexico,6
1047,36.0,Low,Male,14000.0,Manufacturing,1,State of Mexico,2
1048,63.0,Low,Male,37400.0,Education,1,State of Mexico,5
1049,32.0,Medium,Male,24000.0,Agriculture,1,State of Mexico,3
1050,62.0,Medium,Male,16000.0,Agriculture,1,State of Mexico,2
1051,30.0,Medium,Male,38400.0,Construction,1,State of Mexico,5
1052,29.0,Medium,Male,48000.0,Cultural / Sport / Recreational,1,State of Mexico,6
1053,45.0,Low,Male,14400.0,Agriculture,1,State of Mexico,2
1054,38.0,Medium,Female,28000.0,Construction,1,State of Mexico,3
1055,32.0,Medium,Female,90900.0,Government,0,State of Mexico,8
1056,40.0,Medium,Male,7600.0,Utilities,1,State of Mexico,1
1057,33.0,Medium,Male,33600.0,Agriculture,0,State of Mexico,4
1058,38.0,Medium,Male,12600.0,Retail,0,State of Mexico,2
1059,34.0,Medium,Male,88800.0,Professional / Scientific,0,State of Mexico,8
1060,47.0,Low,Male,19680.0,Other Services (Not Government),0,State of Mexico,2
1061,56.0,Low,Female,78000.0,Construction,0,State of Mexico,8
1062,56.0,Low,Male,22420.617828384256,Other,0,State of Mexico,3
1063,29.0,Low,Male,35300.0,Manufacturing,1,State of Mexico,4
1064,39.0,Medium,Male,140600.0,Other,0,State of Mexico,9
1065,58.0,Low,Male,20000.0,Health / Social Services,0,State of Mexico,2
1066,39.0,Medium,Male,169500.0,Education,1,State of Mexico,10
1067,56.0,Low,Male,171500.0,Transportation,1,State of Mexico,10
1068,63.0,Low,Female,74000.0,Other,0,State of Mexico,8
1069,58.0,Low,Female,12480.0,Other Services (Not Government),0,State of Mexico,2
1070,28.0,Medium,Male,21600.0,Agriculture,0,State of Mexico,3
1071,51.0,Low,Male,85600.0,Manufacturing,0,State of Mexico,8
1072,32.0,Medium,Male,99104.0,Manufacturing,0,State of Mexico,9
1073,32.0,Medium,Male,84300.0,Manufacturing,0,State of Mexico,8
1074,41.0,Low,Male,28800.0,Transportation,0,State of Mexico,4
1075,52.0,Low,Female,83400.0,Transportation,0,State of Mexico,8
1076,35.0,Medium,Male,41778.944875532936,Other,0,State of Mexico,5
1077,48.0,Low,Male,147500.0,Other,0,State of Mexico,9
1078,33.0,Low,Male,67200.0,Transportation,0,State of Mexico,7
1079,58.0,Medium,Male,27500.0,Transportation,1,Morelos,3
1080,57.0,High,Female,90000.0,Education,1,Morelos,8
1081,60.0,High,Male,313000.0,Government,1,Morelos,10
1082,63.0,Low,Male,72634.97423535566,Government,1,Morelos,8
1083,59.0,High,Male,120000.0,Health / Social Services,1,Morelos,9
1084,42.0,High,Male,36000.0,Cultural / Sport / Recreational,1,Morelos,5
1085,33.0,High,Male,58400.0,Utilities,0,Morelos,7
1086,27.0,Medium,Male,36000.0,Manufacturing,1,Morelos,5
1087,29.0,Medium,Male,26625.0,Retail,0,Morelos,3
1088,32.0,Medium,Male,70000.0,Professional / Scientific,0,Morelos,7
1089,53.0,High,Female,50000.0,Other Services (Not Government),0,Morelos,6
1090,42.0,Medium,Male,70000.0,Manufacturing,1,Morelos,7
1091,42.0,High,Male,240000.0,Manufacturing,1,Morelos,10
1092,37.0,High,Female,35000.0,Construction,1,Morelos,4
1093,47.0,Low,Female,18600.0,Other Services (Not Government),0,Morelos,2
1094,44.0,Medium,Female,30000.0,Other Services (Not Government),0,Morelos,4
1095,55.0,Low,Male,24000.0,Manufacturing,0,Morelos,3
1096,38.0,Low,Female,39900.0,Hospitality,1,Morelos,5
1097,35.0,High,Male,60000.0,Agriculture,1,Morelos,7
1098,27.0,Medium,Male,14400.0,Business Services,1,Morelos,2
1099,30.0,Medium,Male,47970.0,Retail,1,Morelos,6
1100,51.0,High,Male,326000.0,Education,1,Morelos,10
1101,45.0,High,Male,200000.0,Government,1,Morelos,10
1102,52.0,Low,Female,34200.0,Education,1,Morelos,4
1103,39.0,Low,Male,60000.0,Retail,0,Morelos,7
1104,50.0,Medium,Male,194000.0,Education,1,Morelos,10
1105,32.0,Medium,Male,28000.0,Manufacturing,1,Morelos,3
1106,45.0,High,Male,200000.0,Education,1,Morelos,10
1107,50.0,Low,Male,40000.0,Construction,1,Morelos,5
1108,55.0,Low,Female,4560.0,Other Services (Not Government),1,Morelos,1
1109,28.0,Low,Male,36000.0,Business Services,0,Morelos,5
1110,55.0,Medium,Female,78000.0,Education,1,Morelos,8
1111,42.0,Medium,Male,59300.0,Other Services (Not Government),0,Morelos,7
1112,61.0,Low,Male,210000.0,Health / Social Services,1,Morelos,10
1113,55.0,Medium,Female,10000.0,Manufacturing,0,Morelos,1
1114,41.0,Medium,Male,40500.0,Retail,1,Morelos,5
1115,52.0,Low,Male,12000.0,Construction,1,Morelos,2
1116,63.0,Medium,Male,341000.0,Wholesale,1,Morelos,10
1117,47.0,Medium,Male,125000.0,Hospitality,1,Morelos,9
1118,26.0,Low,Male,90310.92936212195,Business Services,0,Morelos,8
1119,38.0,High,Male,100800.0,Construction,1,Morelos,9
1120,45.0,Low,Male,57600.0,Real Estate,0,Morelos,7
1121,46.0,Low,Male,36200.0,Other Services (Not Government),0,Morelos,5
1122,60.0,Medium,Male,79000.0,Education,0,Morelos,8
1123,29.0,Medium,Male,28800.0,Transportation,1,Morelos,4
1124,58.0,Low,Female,900.0,Wholesale,1,Morelos,1
1125,60.0,Low,Female,30000.0,Other Services (Not Government),0,Morelos,4
1126,29.0,Medium,Female,29325.0,Hospitality,1,Morelos,4
1127,39.0,Medium,Female,28800.0,Manufacturing,0,Morelos,4
1128,54.0,Low,Male,21849.77936521295,Other Services (Not Government),1,Morelos,3
1129,30.0,Medium,Male,48000.0,Transportation,0,Morelos,6
1130,64.0,Medium,Male,36000.0,Retail,1,Morelos,5
1131,50.0,Low,Female,29200.0,Other Services (Not Government),1,Morelos,4
1132,59.0,Low,Male,105914.0,Retail,1,Morelos,9
1133,41.0,High,Male,272000.0,Education,1,Morelos,10
1134,49.0,Medium,Male,64000.0,Cultural / Sport / Recreational,1,Morelos,7
1135,48.0,Low,Female,19000.0,Other Services (Not Government),0,Morelos,2
1136,32.0,Medium,Male,48000.0,Transportation,1,Morelos,6
1137,44.0,Low,Male,60000.0,Construction,1,Morelos,7
1138,65.0,Low,Female,21600.0,Education,0,Morelos,3
1139,47.0,Low,Male,46400.0,Agriculture,1,Morelos,6
1140,33.0,Medium,Male,81840.0,Manufacturing,1,Morelos,8
1141,38.0,Medium,Male,39900.0,Business Services,1,Morelos,5
1142,51.0,Low,Female,29800.0,Hospitality,1,Morelos,4
1143,41.0,Medium,Male,66000.0,Agriculture,1,Morelos,7
1144,40.0,Medium,Male,44500.0,Health / Social Services,1,Morelos,5
1145,54.0,Medium,Male,92400.0,Government,1,Morelos,8
1146,35.0,High,Female,24000.0,Education,0,Morelos,3
1147,44.0,Medium,Male,33000.0,Manufacturing,1,Morelos,4
1148,38.0,Medium,Male,15600.0,Retail,1,Morelos,2
1149,45.0,Low,Female,9600.0,Other Services (Not Government),1,Morelos,1
1150,43.0,Medium,Male,52188.0,Manufacturing,1,Morelos,6
1151,41.0,Low,Female,33600.0,Agriculture,0,Morelos,4
1152,44.0,Low,Male,43200.0,Transportation,0,Morelos,5
1153,53.0,Low,Male,24500.0,Agriculture,1,Morelos,3
1154,39.0,Medium,Female,36000.0,Transportation,0,Morelos,5
1155,41.0,Medium,Male,80000.0,Government,0,Morelos,8
1156,31.0,Medium,Male,43000.0,Manufacturing,0,Morelos,5
1157,36.0,Medium,Male,70000.0,Retail,1,Morelos,7
1158,56.0,Low,Male,36000.0,Construction,0,Morelos,5
1159,56.0,Medium,Male,36800.0,Manufacturing,0,Morelos,5
1160,43.0,Low,Male,36000.0,Construction,0,Morelos,5
1161,54.0,Low,Male,48000.0,Agriculture,0,Morelos,6
1162,23.0,Medium,Male,21600.0,Retail,0,Morelos,3
1163,42.0,Medium,Male,63600.0,Wholesale,0,Morelos,7
1164,42.0,Medium,Male,47600.0,Education,1,Morelos,6
1165,44.0,Low,Male,8400.0,Retail,0,Morelos,1
1166,53.0,Low,Male,46000.0,Retail,1,Morelos,6
1167,52.0,Medium,Male,65000.0,Manufacturing,1,Morelos,7
1168,48.0,High,Male,36000.0,Retail,1,Morelos,5
1169,39.0,Low,Male,38400.0,Agriculture,1,Morelos,5
1170,50.0,High,Male,87135.8116470776,Education,1,Morelos,8
1171,43.0,Medium,Male,36000.0,Agriculture,1,Morelos,5
1172,34.0,Medium,Male,240000.0,Government,1,Morelos,10
1173,34.0,Medium,Male,240000.0,Government,1,Morelos,10
1174,59.0,Low,Female,12000.0,Retail,0,Morelos,2
1175,31.0,Medium,Male,28800.0,Manufacturing,0,Morelos,4
1176,40.0,Low,Female,9000.0,Other Services (Not Government),0,Morelos,1
1177,43.0,Low,Male,15000.0,Construction,0,Morelos,2
1178,40.0,Low,Male,100800.0,Other Services (Not Government),1,Morelos,9
1179,35.0,Medium,Male,79000.0,Manufacturing,1,Morelos,8
1180,45.0,Low,Male,36000.0,Retail,1,Morelos,5
1181,34.0,Medium,Male,2000.0,Retail,1,Morelos,1
1182,46.0,Low,Male,40000.0,Hospitality,0,Morelos,5
1183,21.0,Low,Male,12000.0,Agriculture,0,Morelos,2
1184,44.0,Low,Male,53300.0,Agriculture,1,Morelos,6
1185,31.0,Low,Male,25000.0,Agriculture,0,Morelos,3
1186,32.0,Medium,Male,54500.0,Transportation,1,Morelos,6
1187,28.0,Medium,Male,5600.0,Government,1,Morelos,1
1188,38.0,Low,Male,14000.0,Construction,1,Morelos,2
1189,35.0,Medium,Male,52000.0,Construction,0,Morelos,6
1190,57.0,Low,Male,30000.0,Agriculture,0,Morelos,4
1191,51.0,Medium,Male,172000.0,Other,1,Morelos,10
1192,54.0,Low,Male,38400.0,Construction,0,Morelos,5
1193,32.0,Medium,Female,48000.0,Construction,1,Morelos,6
1194,56.0,Low,Female,34350.0,Other Services (Not Government),1,Morelos,4
1195,55.0,Low,Female,5200.0,Business Services,0,Morelos,1
1196,51.0,Low,Male,120000.0,Agriculture,1,Morelos,9
1197,33.0,Low,Male,28000.0,Agriculture,1,Morelos,3
1198,42.0,Low,Male,28800.0,Agriculture,0,Morelos,4
1199,30.0,Low,Male,57600.0,Construction,1,Morelos,7
1200,22.0,Medium,Male,25600.0,Other Services (Not Government),1,Morelos,3
1201,29.0,Medium,Male,43200.0,Retail,1,Morelos,5
1202,43.0,Low,Male,57600.0,Agriculture,0,Morelos,7
1203,63.0,Low,Male,34560.0,Agriculture,0,Morelos,4
1204,23.0,Medium,Male,3600.0,Construction,1,Morelos,1
1205,52.0,High,Male,264000.0,Education,1,Morelos,10
1206,51.0,Low,Male,44000.0,Construction,1,Morelos,5
1207,48.0,Low,Male,22800.0,Agriculture,0,Morelos,3
1208,41.0,Medium,Male,144000.0,Manufacturing,0,Morelos,9
1209,45.0,Medium,Male,36800.0,Government,1,Morelos,5
1210,45.0,Medium,Female,72000.0,Education,1,Morelos,8
1211,48.0,Medium,Male,164100.0,Education,1,Morelos,10
1212,54.0,Low,Male,50750.0,Wholesale,1,Morelos,6
1213,25.0,Medium,Female,34320.0,Construction,0,Morelos,4
1214,33.0,Medium,Male,45840.0,Retail,0,Morelos,5
1215,43.0,Low,Male,43000.0,Construction,1,Morelos,5
1216,50.0,Medium,Male,24000.0,Cultural / Sport / Recreational,1,Morelos,3
1217,49.0,Low,Female,700.0,Retail,0,Morelos,1
1218,43.0,Medium,Female,241400.0,Education,1,Morelos,10
1219,50.0,Medium,Male,54400.0,Agriculture,1,Morelos,6
1220,64.0,Low,Female,22950.0,Health / Social Services,0,Morelos,3
1221,41.0,Medium,Male,43200.0,Construction,1,Morelos,5
1222,37.0,Medium,Male,24000.0,Cultural / Sport / Recreational,1,Morelos,3
1223,39.0,Medium,Male,30000.0,Agriculture,1,Morelos,4
1224,35.0,Medium,Female,80000.0,Retail,0,Morelos,8
1225,43.0,Low,Male,136000.0,Agriculture,0,Morelos,9
1226,33.0,Medium,Male,40000.0,Transportation,0,Morelos,5
1227,62.0,Low,Female,31000.0,Wholesale,1,Morelos,4
1228,41.0,Medium,Male,30720.0,Manufacturing,0,Morelos,4
1229,35.0,Medium,Male,39342.0,Manufacturing,0,Morelos,5
1230,42.0,Low,Male,40000.0,Construction,1,Morelos,5
1231,41.0,Low,Female,36000.0,Agriculture,0,Morelos,5
1232,51.0,Low,Male,24000.0,Manufacturing,0,Morelos,3
1233,64.0,High,Male,1000.0,Other Services (Not Government),0,Morelos,1
1234,39.0,High,Male,72000.0,Professional / Scientific,1,Morelos,8
1235,39.0,High,Male,72000.0,Professional / Scientific,1,Morelos,8
1236,31.0,Medium,Male,25000.0,Professional / Scientific,0,Morelos,3
1237,60.0,High,Male,152000.0,Education,1,Morelos,9
1238,54.0,Low,Male,15628.0,Other Services (Not Government),0,Morelos,2
1239,43.0,Medium,Male,81473.59826440997,Transportation,1,Morelos,8
1240,43.0,Medium,Male,81473.59826440997,Transportation,1,Morelos,8
1241,61.0,Low,Male,40000.0,Information / Communications,0,Morelos,5
1242,65.0,Low,Male,1200.0,Manufacturing,1,Morelos,1
1243,59.0,Low,Male,20000.0,Retail,0,Morelos,2
1244,56.0,Low,Male,34400.0,Construction,1,Morelos,4
1245,65.0,Low,Male,129040.11705887294,Construction,1,Morelos,9
1246,34.0,Medium,Male,38400.0,Manufacturing,1,Morelos,5
1247,36.0,Medium,Male,280000.0,Government,1,Morelos,10
1248,31.0,Medium,Female,55680.0,Construction,1,Morelos,6
1249,39.0,Low,Female,15000.0,Construction,1,Morelos,2
1250,50.0,Low,Male,49600.0,Construction,0,Morelos,6
1251,48.0,Medium,Male,62000.0,Retail,0,Morelos,7
1252,46.0,Low,Male,46600.0,Agriculture,0,Morelos,6
1253,46.0,Medium,Male,25000.0,Agriculture,0,Morelos,3
1254,37.0,Low,Female,33900.0,Agriculture,1,Morelos,4
1255,49.0,Low,Male,6500.0,Agriculture,0,Morelos,1
1256,58.0,Low,Male,76000.0,Manufacturing,1,Morelos,8
1257,38.0,Medium,Male,120000.0,Education,1,Morelos,9
1258,60.0,Low,Male,4800.0,Government,1,Morelos,1
1259,44.0,Medium,Male,18000.0,Agriculture,1,Morelos,2
1260,50.0,Low,Male,38000.0,Professional / Scientific,1,Morelos,5
1261,44.0,Medium,Female,52800.0,Agriculture,1,Morelos,6
1262,31.0,Medium,Male,24800.0,Agriculture,1,Morelos,3
1263,32.0,Low,Male,73280.0,Construction,1,Morelos,8
1264,32.0,Low,Male,73280.0,Construction,1,Morelos,8
1265,46.0,Low,Male,119156.0,Manufacturing,1,Morelos,9
1266,54.0,Medium,Male,28000.0,Education,0,Morelos,3
1267,48.0,Low,Male,67500.0,Finance / Insurance,1,Puebla,7
1268,49.0,Medium,Male,7000.0,Manufacturing,0,Puebla,1
1269,46.0,Low,Male,100000.0,Manufacturing,0,Puebla,9
1270,59.0,Low,Female,66000.0,Manufacturing,1,Puebla,7
1271,52.0,Low,Female,65800.0,Manufacturing,1,Puebla,7
1272,56.0,Low,Male,18191.50559912272,Retail,0,Puebla,2
1273,43.0,Low,Female,14000.0,Other Services (Not Government),0,Puebla,2
1274,29.0,Medium,Male,94000.0,Manufacturing,1,Puebla,8
1275,30.0,Medium,Male,49000.0,Hospitality,0,Puebla,6
1276,61.0,Low,Male,32400.0,Manufacturing,1,Puebla,4
1277,41.0,High,Male,65600.0,Other Services (Not Government),0,Puebla,7
1278,39.0,Low,Female,24500.0,Hospitality,0,Puebla,3
1279,46.0,Low,Male,81400.0,Construction,1,Puebla,8
1280,40.0,Low,Male,28800.0,Hospitality,0,Puebla,4
1281,46.0,Medium,Male,43350.0,Government,1,Puebla,5
1282,50.0,Medium,Male,8000.0,Manufacturing,1,Puebla,1
1283,56.0,Low,Male,20000.0,Business Services,0,Puebla,2
1284,50.0,Low,Female,205080.0,Utilities,1,Puebla,10
1285,56.0,Medium,Male,36000.0,Manufacturing,1,Puebla,5
1286,31.0,Medium,Male,66000.0,Other,0,Puebla,7
1287,55.0,Low,Male,75600.0,Manufacturing,1,Puebla,8
1288,40.0,Medium,Male,28800.0,Construction,1,Puebla,4
1289,46.0,Medium,Female,41000.0,Retail,1,Puebla,5
1290,40.0,Low,Male,75800.0,Hospitality,1,Puebla,8
1291,44.0,Low,Male,88000.0,Manufacturing,1,Puebla,8
1292,36.0,Medium,Male,33600.0,Construction,1,Puebla,4
1293,40.0,Low,Female,22000.0,Other Services (Not Government),0,Puebla,3
1294,39.0,Low,Female,23040.0,Business Services,0,Puebla,3
1295,28.0,Low,Male,40000.0,Retail,0,Puebla,5
1296,42.0,Low,Male,41000.0,Construction,0,Puebla,5
1297,41.0,Low,Female,10400.0,Hospitality,0,Puebla,1
1298,42.0,Low,Female,37000.0,Manufacturing,0,Puebla,5
1299,36.0,Low,Male,25000.0,Hospitality,0,Puebla,3
1300,43.0,Low,Male,55000.0,Construction,0,Puebla,6
1301,35.0,Low,Male,57000.0,Construction,0,Puebla,6
1302,20.0,Low,Male,20050.0,Construction,1,Puebla,2
1303,33.0,Low,Male,38400.0,Manufacturing,1,Puebla,5
1304,34.0,Low,Male,32500.0,Construction,0,Puebla,4
1305,39.0,Low,Male,68823.6918953907,Transportation,1,Puebla,7
1306,37.0,Low,Male,28500.0,Manufacturing,0,Puebla,3
1307,33.0,Low,Male,48000.0,Manufacturing,1,Puebla,6
1308,28.0,Medium,Male,33000.0,Retail,0,Puebla,4
1309,33.0,Medium,Male,32000.0,Manufacturing,0,Puebla,4
1310,47.0,Low,Male,65000.0,Manufacturing,1,Puebla,7
1311,50.0,Low,Female,70000.0,Transportation,0,Puebla,7
1312,41.0,Medium,Male,132000.0,Manufacturing,1,Puebla,9
1313,50.0,High,Male,36500.0,Retail,0,Puebla,5
1314,58.0,Low,Female,95000.0,Manufacturing,0,Puebla,8
1315,63.0,High,Male,42000.0,Real Estate,1,Puebla,5
1316,63.0,Low,Female,54000.0,Cultural / Sport / Recreational,0,Puebla,6
1317,64.0,High,Male,78000.0,Professional / Scientific,1,Puebla,8
1318,45.0,Medium,Female,33600.0,Retail,0,Puebla,4
1319,40.0,Medium,Male,97200.0,Professional / Scientific,1,Puebla,9
1320,55.0,Medium,Male,154000.0,Education,1,Puebla,10
1321,60.0,Low,Female,17813.780868559745,Other,0,Puebla,2
1322,52.0,Low,Female,83300.0,Retail,1,Puebla,8
1323,48.0,Low,Male,33600.0,Retail,0,Puebla,4
1324,36.0,Medium,Male,5200.0,Transportation,1,Puebla,1
1325,33.0,Medium,Male,61200.0,Construction,0,Puebla,7
1326,29.0,Medium,Female,25000.0,Real Estate,1,Puebla,3
1327,30.0,High,Male,72000.0,Education,0,Puebla,8
1328,65.0,Medium,Male,17000.0,Education,1,Puebla,2
1329,53.0,Medium,Male,181000.0,Education,1,Puebla,10
1330,43.0,Low,Female,51000.0,Manufacturing,0,Puebla,6
1331,57.0,Low,Female,82600.0,Manufacturing,1,Puebla,8
1332,51.0,Low,Female,20650.0,Other Services (Not Government),1,Puebla,2
1333,57.0,Low,Male,21400.0,Agriculture,1,Puebla,3
1334,50.0,Low,Male,21744.0,Health / Social Services,0,Puebla,3
1335,46.0,Low,Male,23500.0,Retail,1,Puebla,3
1336,50.0,Low,Male,28000.0,Transportation,0,Puebla,3
1337,55.0,Low,Male,40000.0,Manufacturing,1,Puebla,5
1338,49.0,Medium,Male,99250.0,Education,1,Puebla,9
1339,51.0,Low,Female,23873.59826440997,Hospitality,0,Puebla,3
1340,46.0,Medium,Male,71000.0,Education,1,Puebla,7
1341,26.0,Low,Male,12000.0,Other Services (Not Government),1,Puebla,2
1342,62.0,Low,Male,48000.0,Manufacturing,0,Puebla,6
1343,41.0,Low,Female,24000.0,Other Services (Not Government),0,Puebla,3
1344,48.0,High,Male,76400.0,Education,1,Puebla,8
1345,50.0,Low,Male,33600.0,Other,1,Puebla,4
1346,49.0,Medium,Female,60000.0,Education,1,Puebla,7
1347,56.0,Low,Female,76001.16114453088,Other,0,Puebla,8
1348,39.0,High,Male,222000.0,Education,1,Puebla,10
1349,54.0,Medium,Male,479800.0,Manufacturing,1,Puebla,10
1350,42.0,Medium,Male,81051.02079872004,Other,1,Puebla,8
1351,43.0,Medium,Female,83310.0,Education,0,Puebla,8
1352,44.0,High,Female,84000.0,Education,0,Puebla,8
1353,44.0,Low,Male,21000.0,Manufacturing,1,Puebla,3
1354,49.0,Low,Male,7700.0,Agriculture,1,Puebla,1
1355,45.0,Low,Male,1800.0,Agriculture,1,Puebla,1
1356,42.0,Low,Male,33600.0,Agriculture,1,Puebla,4
1357,44.0,High,Male,237050.0,Education,0,Puebla,10
1358,57.0,Low,Male,20000.0,Hospitality,1,Puebla,2
1359,38.0,Low,Male,15000.0,Agriculture,1,Puebla,2
1360,50.0,Low,Male,43200.0,Construction,0,Puebla,5
1361,43.0,Low,Male,72000.0,Construction,0,Puebla,8
1362,51.0,Low,Male,20000.0,Agriculture,0,Puebla,2
1363,46.0,Low,Male,1600.0,Agriculture,0,Puebla,1
1364,45.0,Low,Male,22000.0,Agriculture,0,Puebla,3
1365,32.0,Low,Male,34535.333441027135,Construction,0,Puebla,4
1366,43.0,Low,Male,12000.0,Agriculture,0,Puebla,2
1367,64.0,Low,Male,7000.0,Construction,0,Puebla,1
1368,52.0,Low,Male,16000.0,Agriculture,0,Puebla,2
1369,46.0,Low,Male,43664.50497182984,Construction,0,Puebla,5
1370,45.0,Low,Male,30000.0,Manufacturing,0,Puebla,4
1371,42.0,Low,Female,8400.0,Manufacturing,0,Puebla,1
